K,value
384,0.007873
384,0.011220
384,0.014485
384,0.003405
384,0.025457
384,0.016262
384,0.006553
384,0.020840
384,0.003053
384,0.004554
384,0.013601
384,0.014731
384,0.013703
384,0.022094
384,0.015263
384,0.011992
384,0.011307
384,0.012896
384,0.015719
384,0.007175
384,0.023571
384,0.015115
384,0.008738
384,0.011136
384,0.023760
384,0.011983
384,0.023423
384,0.004035
384,0.004294
384,0.026201
384,0.020548
384,0.028128
384,0.012060
384,0.011000
384,0.018747
384,0.026642
384,0.010966
