K,value
120,8.9768
120,8.9658
120,8.9294
120,8.7687
120,9.2466
120,9.1993
120,7.8390
120,7.8509
120,7.8116
120,7.8437
120,7.8424
120,7.8632
120,7.8707
120,7.8996
120,7.8848
120,7.8607
144,10.1869
144,9.2769
144,7.7343
144,7.2789
144,4.9237
144,9.2018
144,9.6237
144,8.1903
144,8.7613
144,7.9934
144,8.7257
144,9.9300
144,8.9657
144,10.1951
144,9.7996
144,9.5934
144,9.1267
144,10.0556
144,10.3136
144,9.8181
144,10.1728
144,6.3275
144,9.2966
144,7.5604
144,4.7541
144,10.1279
144,8.9613
144,9.0257
144,9.2027
144,8.8184
144,9.9975
144,9.6856
144,9.6330
144,9.7470
144,8.6653
144,9.4899
144,9.0111
144,9.4052
144,9.5197
144,7.7449
144,7.7278
144,7.7255
144,7.7094
144,7.7284
144,7.7535
144,7.7101
144,7.7433
144,7.7109
144,7.7385
144,7.5430
144,7.7216
144,7.7424
144,8.7223
144,8.5028
144,8.3670
144,8.4998
144,8.9150
144,9.3731
144,7.9966
144,8.7946
144,6.2993
144,7.4218
144,8.4735
144,7.3605
144,9.2120
144,9.6511
144,9.2081
144,9.5039
144,9.2416
144,8.1791
144,9.6702
144,10.0370
144,10.0969
144,9.0973
144,9.2778
144,8.3721
144,8.2147
144,10.4125
144,5.9354
144,8.2055
144,6.8559
144,7.3743
144,10.3732
144,9.5195
144,7.7270
144,7.7605
144,7.6293
144,7.7163
144,7.7299
144,7.7745
144,8.1182
144,8.1544
144,8.1782
144,8.1525
144,8.1617
144,8.1524
144,8.1504
144,8.1566
144,8.1748
144,8.1941
144,8.1935
144,8.2059
144,8.1881
144,8.1551
144,8.1556
144,8.1816
144,8.7554
144,8.9010
144,8.9175
144,8.9923
144,8.9947
144,8.9874
144,9.0473
144,9.0304
144,8.9932
144,9.1185
144,9.1155
144,9.1732
144,9.1553
144,9.1757
144,9.2039
144,9.2018
144,9.0538
144,9.1967
144,9.2035
144,9.2299
144,9.2343
144,9.1957
144,9.2222
144,9.2094
144,9.1383
144,9.2359
144,9.1807
144,9.2479
144,9.2232
144,9.2298
144,9.2563
144,9.2018
144,9.1335
144,9.3438
144,9.3039
144,8.9424
144,8.9648
144,8.9745
144,8.9795
144,8.9595
144,8.7800
144,9.2716
144,9.2162
144,7.8525
144,7.8628
144,7.8333
144,7.8553
144,7.8618
144,7.8769
144,7.8830
144,7.9146
144,7.8928
144,7.8726
168,10.1863
168,9.2420
168,7.7428
168,7.2573
168,4.9249
168,9.2023
168,9.6318
168,8.2025
168,8.7612
168,7.9949
168,8.7273
168,9.9181
168,8.9575
168,10.1823
168,9.7956
168,9.5892
168,9.1136
168,10.0406
168,10.3235
168,9.8300
168,10.1575
168,6.3296
168,9.2902
168,7.5644
168,4.7695
168,10.1248
168,8.9511
168,9.0348
168,9.1891
168,8.8056
168,9.9782
168,9.6720
168,9.6188
168,9.7447
168,8.6680
168,9.4860
168,9.0231
168,9.3967
168,9.5011
168,7.7415
168,7.7323
168,7.7473
168,7.7201
168,7.7280
168,7.7606
168,7.7202
168,7.7421
168,7.7091
168,7.7422
168,7.5698
168,7.7269
168,7.7350
168,8.7189
168,8.5058
168,8.3700
168,8.5060
168,8.9109
168,9.3735
168,7.9982
168,8.7938
168,6.3064
168,7.4227
168,8.4744
168,7.3685
168,9.2168
168,9.6447
168,9.2017
168,9.5021
168,9.2333
168,8.1709
168,9.6634
168,10.0280
168,10.0923
168,9.0937
168,9.2691
168,8.3649
168,8.2201
168,10.4095
168,5.9439
168,8.2179
168,6.8704
168,7.3789
168,10.3576
168,9.5131
168,7.7247
168,7.7603
168,7.6412
168,7.7288
168,7.7334
168,7.7710
168,8.1019
168,8.1318
168,8.1617
168,8.1542
168,8.1436
168,8.1343
168,8.1430
168,8.1514
168,8.1672
168,8.1875
168,8.1827
168,8.1877
168,8.1710
168,8.1197
168,8.1257
168,8.1466
168,8.7038
168,8.8610
168,8.8956
168,8.9553
168,8.9687
168,8.9610
168,9.0059
168,8.9906
168,8.9458
168,9.1051
168,9.0750
168,9.1121
168,9.1064
168,9.1657
168,9.2082
168,9.2023
168,9.0356
168,9.1559
168,9.1633
168,9.2119
168,9.2034
168,9.1351
168,9.1813
168,9.1522
168,9.1244
168,9.2149
168,9.1824
168,9.2420
168,9.1934
168,9.2182
168,9.2214
168,9.2023
168,9.1486
168,9.3400
168,9.3076
168,8.9752
168,8.9890
168,8.9778
168,8.9705
168,8.9452
168,8.7587
168,9.2539
168,9.1943
168,7.8540
168,7.8644
168,7.8329
168,7.8556
168,7.8585
168,7.8769
168,7.8832
168,7.9124
168,7.8921
168,7.8758
192,10.1835
192,9.2665
192,7.6974
192,7.2712
192,4.9049
192,9.1802
192,9.6381
192,8.2030
192,8.7671
192,7.9980
192,8.7318
192,9.9321
192,8.9767
192,10.1991
192,9.7953
192,9.5945
192,9.1290
192,10.0550
192,10.3181
192,9.8305
192,10.1720
192,6.3296
192,9.2916
192,7.5695
192,4.7588
192,10.1273
192,8.9669
192,9.0318
192,9.1805
192,8.8143
192,10.0072
192,9.6874
192,9.6389
192,9.7698
192,8.6738
192,9.5020
192,9.0351
192,9.4073
192,9.5246
192,7.7488
192,7.7305
192,7.7379
192,7.7162
192,7.7303
192,7.7580
192,7.7173
192,7.7431
192,7.7059
192,7.7487
192,7.5573
192,7.7307
192,7.7443
192,8.7278
192,8.5036
192,8.3715
192,8.4980
192,8.9212
192,9.3750
192,8.0000
192,8.7929
192,6.3034
192,7.4238
192,8.4717
192,7.3709
192,9.2176
192,9.6510
192,9.2065
192,9.5044
192,9.2445
192,8.1793
192,9.6732
192,10.0302
192,10.0929
192,9.0983
192,9.2738
192,8.3696
192,8.2184
192,10.4182
192,5.9429
192,8.1995
192,6.8646
192,7.3804
192,10.3760
192,9.5211
192,7.7275
192,7.7565
192,7.6353
